supplier_name,total_spend,tender_count,agencies_count,on_time_delivery_pct,quality_rating,cost_competitiveness_score
LVND HOTELS PTE. LTD.,132.0,1,1,88.45,5.0,78.9
LYE HENG FOOD SUPPLIES PTE. LTD.,1787389.28,2,1,85.52,4.0,71.4
LYL CONSULTANTS PTE. LTD.,54561666.0,2,1,97.17,4.88,77.79
LYRECO (SINGAPORE) PTE. LTD.,24000.0,1,1,65.3,3.16,94.39
LYSAGHT CORRUGATED PIPE (S) PTE. LTD.,162000.0,2,1,87.87,3.78,86.69
LYSTECH PTE. LTD.,210500.0,1,1,87.15,4.16,80.04
LYV CONNECTIONS PTE. LTD.,199203.0,1,1,84.37,3.56,87.24
Laerdal Singapore Pte Ltd,927429.58,8,3,100.0,3.85,83.46
Lam Hwa Engineering & Trading Pte Ltd,4562052.3,3,1,80.9,3.97,81.96
Lancer Design Pte Ltd,408500.0,4,2,94.17,3.96,87.81
Landmark Architects Associate,4600.0,1,1,90.85,5.0,83.17
"Lao Cleaning Service Co., Ltd",102314.88,1,1,98.09,4.33,86.59
Lauren Jana,135000.0,2,2,82.66,4.39,79.61
Leaptron Engineering Pte Ltd,712510.0,5,3,82.14,4.42,75.46
Lee Hou Koon,33270.0,3,2,96.77,4.47,72.52
Lee Hung Scientific Pte Ltd,215598.0,7,4,91.4,4.05,71.33
Lee Su Ping,12000.0,1,1,75.64,3.91,61.95
Leedon Technology Pte Ltd,136500.0,1,1,83.69,4.2,68.88
Leighton Contractors (Asia) Limited (Singapore Branch) / Yongnam Engineering & Construction (Private) Limited Joint Venture,553810451.0,1,1,91.09,4.79,68.59
Leong Sok Fong,150.0,1,1,94.7,4.78,72.93
Lew Registered Surveyor,260000.0,2,2,82.57,3.96,93.62
Lexon Furniture & Construction Pte Ltd,1638000.0,2,1,64.69,4.56,76.42
Life Community Services Society,1090200.0,1,1,92.19,3.98,80.42
Life Skills Centre,203829.0,1,1,78.24,4.12,80.73
Life Support Force Pte Ltd,5096.0,1,1,71.86,3.82,93.88
Lim Kian Eng,40.0,1,1,65.34,3.99,72.24
Lim Kim Cheong Consultants,1.0,1,1,94.51,4.9,75.77
Lim Rui Jia Alanna,408000.0,1,1,89.03,4.16,76.94
Lim Yak Koon & Sons Sdn Bhd,1283367.2,3,1,86.19,4.18,89.37
Limelite Productions Pte Ltd,199320.0,1,1,99.11,3.23,91.44
Lin Ho (Private) Limited,446850.0,1,1,93.1,3.91,82.75
Lin Ying Fong,12000.0,1,1,100.0,3.96,90.33
Ling Property Consultants Pte Ltd,0.01,1,1,76.86,3.6,79.78
Lita Ocean Pte. Ltd.,6913400.0,5,5,87.72,4.11,76.27
Liu Yan,41580.0,2,2,75.07,3.84,89.79
Logicode Pte Ltd,73580.0,1,1,86.16,4.15,82.88
M & C SAATCHI (S) PTE LTD,4935146.0,1,1,86.01,4.17,70.64
M & M MECHANICAL ENGINEERING PTE LTD,1041000.0,1,1,93.01,3.53,87.97
M HOTEL SINGAPORE,12876.1,10,2,88.36,3.86,75.92
M S R ENGINEERING PTE. LTD.,636811.0,4,3,92.99,4.15,74.69
M Webb Limited,1.0,1,1,93.63,4.81,86.93
M-FUSION PTE LTD,2448603.0,3,3,100.0,4.25,77.11
M-SQUARED LASERS LIMITED,423948.25,2,2,85.48,3.7,81.89
M-STARS ENGINEERING & CONSTRUCTION PTE. LTD.,13044259.0,15,5,80.47,4.34,84.62
M-TECH AIR-CON & SECURITY ENGINEERING PTE LTD,1421400.0,1,1,89.97,5.0,70.17
"M-Vac Systems, Inc.",72299.58,1,1,81.58,4.65,81.85
M.A.N ARCHITECTS LLP,99000.0,2,2,99.86,4.43,91.49
M/s Carrier Midea India Pvt Ltd,1367646.62,1,1,85.73,4.54,68.44
M1 LIMITED,16448675.01,28,17,83.48,4.96,82.5
M1 NET LTD.,92343924.47,19,14,84.23,4.75,69.71
M8M PTE. LTD.,349000.0,1,1,93.75,4.44,88.21
MA BUILDERS PTE LTD,7366823.0,2,1,86.74,4.74,88.12
MAC TRANSPORT SERVICE,855444.0,3,2,82.87,3.45,74.46
MACBUILD CONSTRUCTION PTE. LTD.,330000.0,1,1,100.0,3.2,100.0
MACDONALD AND COMPANY PTE. LTD.,6.0,6,4,81.15,4.19,89.07
MACK PARKING (SINGAPORE) PTE. LTD.,66000.0,1,1,88.28,4.14,85.07
MACO TECHNICAL PTE LTD,1240078.99,6,5,93.22,3.77,84.51
MACO TECHNICAL PTE. LTD.,2056465.35,3,3,74.95,4.6,87.84
MACRO EVENTS PTE LTD,9825735.5,21,11,91.84,2.98,68.04
MACROGEN ASIA PACIFIC PTE. LTD.,2145000.0,2,1,79.56,3.78,79.95
MACROGEN INC.,434700.0,1,1,94.58,3.81,81.83
MACROVIC ENTERPRISE PTE LTD,4000126.5,18,5,80.3,3.12,74.0
MACROVISTA PTE. LTD.,233280.0,1,1,93.54,5.0,82.65
MACTECH ENGINEERING & TRADING PTE. LIMITED,3075500.0,9,7,96.85,3.28,90.32
MAD HOUSE PTE. LTD.,223620.0,2,1,94.89,3.75,73.78
MAD LEARNING PTE LTD,1.0,1,1,90.01,4.64,77.46
MADSTON BLACK SINGAPORE PTE. LTD.,82200.0,1,1,86.15,4.49,69.79
MAEK CONSULTING PTE. LTD.,1567000.0,3,3,83.39,3.44,60.13
MAGMA BUILDERS PTE LTD,1283114.0,2,2,99.77,4.51,85.79
MAGMARVEL,3287250.0,2,1,82.4,4.27,77.74
MAGNUM SPIRITS & WINE PTE LTD,60797.0,2,1,79.7,5.0,78.48
MAHA YU YI PTE. LTD.,11285.64,2,2,93.32,4.34,68.13
MAHRINAS (M) SDN. BHD.,601560.0,1,1,81.63,4.02,76.14
MAINGUARD SECURITY SERVICES (S) PTE LTD,11362495.0,6,4,80.4,3.59,88.97
MAINLAND ENGINEERING PTE. LTD.,42499.0,1,1,76.45,3.65,78.01
MAINT-KLEEN PTE. LTD.,7754088.2,2,1,84.14,3.6,78.29
MAJESTIC MARITIME SERVICES PTE. LTD.,14400.0,1,1,87.34,4.92,80.08
MAJESTIC RESEARCH SERVICES ASIA PTE. LIMITED,261443.32,2,2,89.94,4.11,65.64
MAJIC COMMUNICATIONS PTE. LTD.,288000.0,1,1,95.61,4.44,84.25
MAJOR'S PEST MANAGEMENT SERVICES PTE. LTD.,9879700.0,3,1,92.22,5.0,65.45
MAKE DESIGN,118131.0,3,3,86.47,2.68,68.6
MAKINO ASIA PTE LTD,747453.0,2,1,86.41,4.87,67.51
MALAYAN DACHING CO PTE LTD,578500.0,1,1,92.08,4.13,76.25
MALAYSIA DAIRY INDUSTRIES PRIVATE LIMITED,90000.0,1,1,98.18,4.36,74.48
MALKIN & MAXWELL LLP,8450.0,4,4,89.01,3.6,77.99
MALTEM ASIA PTE. LTD.,252000.0,1,1,84.25,3.65,68.95
MANAGEMENT CENTRE OF ASIA PTE. LTD.,385800.0,4,4,80.06,4.39,88.05
MANDARIN OPTO-MEDIC CO PTE LTD,211639.0,4,2,76.44,5.0,86.34
MANDARIN ORCHARD SINGAPORE,832687.6,16,4,93.33,4.7,76.26
MANDATE COMMUNICATIONS (S) PTE. LTD.,12362045.049999999,16,11,92.62,4.86,73.22
MANITOU ASIA PTE LTD,437600.0,2,1,92.62,3.98,72.21
MANNA POT CATERING PTE. LTD.,101.5,1,1,86.97,3.74,74.9
MANNING SELVAGE & LEE SINGAPORE,392400.0,2,1,99.26,3.63,64.0
MANPOWER STAFFING SERVICES (SINGAPORE) PTE LTD,765124.53,12,9,84.13,3.81,68.4
MANTA EQUIPMENT (S) PTE LTD,519097.0,1,1,95.64,2.87,86.6
MANTHRA SOFTWARE SERVICES PTE. LTD.,552000.0,1,1,87.69,3.67,81.02
MANULIFE ASSET MANAGEMENT (SINGAPORE) PTE. LTD.,625000.0,1,1,83.13,3.76,94.34
MANULIFE INVESTMENT MANAGEMENT (SINGAPORE) PTE. LTD.,3.0,1,1,92.74,3.99,75.01
MAO SHENG QUANJI CONSTRUCTION PTE LTD,109775076.38,27,9,91.28,4.18,74.38
MARBLEARCH INVESTMENT HOLDINGS PTE. LTD.,90000.0,1,1,90.86,4.32,73.92
MARCHWOOD LABORATORY SERVICES PTE. LTD.,15881776.75,20,5,88.65,4.09,74.81
MARCORP INTEGRATED PTE. LTD.,1000000.0,1,1,87.7,3.75,71.4
MARGARET LAW CORPORATION,501.0,2,2,100.0,2.92,80.71
MARINA BAY HOTEL PRIVATE LIMITED,70368.3,5,2,97.47,3.75,78.29
MARINA BAY SANDS PTE. LTD.,4325075.7,20,12,93.78,3.52,72.9
MARINA MANDARIN,217261.0,6,3,88.89,4.38,90.51
MARINA OFFSHORE PTE LTD,119000.0,1,1,96.06,4.65,96.97
MARINA TECHNOLOGY AND CONSTRUCTION PTE LTD,21134599.5,5,5,92.14,4.66,89.67
MARITEC PTE. LTD.,10800.0,1,1,88.21,4.55,83.58
MARKIEWICZ GRZEGORZ,22800.0,2,1,85.57,4.02,85.62
MARKS & CLERK SINGAPORE LLP,1662614.65,5,3,87.35,3.79,96.56
MARSH (SINGAPORE) PTE. LTD.,3.0,2,2,62.64,3.65,85.6
MARSHALL CAVENDISH EDUCATION PTE. LTD.,2177448.35,2,1,89.68,3.2,72.15
MARSHALL CAVENDISH INTERNATIONAL (ASIA) PRIVATE LIMITED,343000.01,3,3,84.09,4.7,81.92
MARUNDA UTAMA ENGINEERING PTE LTD,13205740.0,5,1,100.0,4.0,84.26
MARVELE GROUP PTE. LTD.,556388.0,1,1,88.15,3.35,68.05
MARVID INTERNATIONAL PTE LTD,1280918.0,3,1,78.49,3.6,75.15
MARY MARTIN BOOKSELLERS PTE. LTD.,870.0,2,1,87.6,3.58,89.0
MARYLAND NURSERY,317000.0,2,1,79.63,4.13,59.77
MASER PTE. LTD.,8443300.0,2,1,91.79,4.74,65.5
MASSIMO MORINI,20000.0,1,1,90.33,3.89,76.24
MASTER CONTRACT SERVICES PTE LTD,59620000.0,1,1,95.66,2.75,81.54
MASTER MARINE (PRIVATE) LIMITE D,182262.0,2,1,81.67,3.99,64.42
MASTERCARD ASIA/PACIFIC PTE. LTD.,663000.0,1,1,88.27,4.01,76.73
MASTERCONSULT SERVICES PTE. LTD.,28.0,1,1,77.08,3.97,89.54
MASTERCRAFT SYSTEMS PRIVATE LIMITED,1568888.0,2,1,93.61,3.72,78.69
MASTEREIGN LEARNING JOURNEYS PTE. LTD.,5547611.0,11,5,92.15,4.23,87.39
MASTEREIGN PROFESSIONALS PTE. LTD.,53760.0,1,1,91.97,4.14,72.08
MASTERMARK PTE LTD,1000000.0,1,1,88.01,4.09,69.9
MASTERPRO INDUSTRIAL PTE. LTD.,681337.2,2,2,91.32,4.35,86.49
MATCOR EQUIPMENT & SERVICES PTE. LTD.,223500.0,1,1,100.0,3.84,81.69
MATCOR TECHNOLOGY & SERVICES PTE LTD,2500000.0,1,1,85.72,3.81,66.14
MATERIAL HUB & TRADING (S) PTE. LTD.,261.11,1,1,89.11,4.93,69.99
MATERION ADVANCED MATERIALS TECHNOLOGIES AND SERVICES FAR EAST PTE. LTD.,307431.16,1,1,79.31,4.44,93.65
MATRIX OPTICS (M) SDN. BHD.,432.5,3,1,81.05,4.6,68.75
MATRIX RESOURCE,250265.0,1,1,88.78,4.84,87.34
MATSUSHITA GREATWALL CORPORATION PRIVATE LIMITED,126980.0,1,1,96.83,4.42,73.22
MATTRESS INTERNATIONAL PTE. LTD.,560748.0,3,2,85.95,4.66,77.97
MAVEN LAB PRIVATE LIMITED,1481476.0,4,4,86.11,3.15,80.95
MAVEN POTTER LLP,727100.0,2,1,84.74,4.22,56.99
MAVENTREE TECHNOLOGY PTE. LTD.,853401.0,2,2,83.72,3.99,63.37
MAX PHOTO PTE LTD,1593954.46,2,1,90.36,5.0,78.86
MAXCON CONSTRUCTION & ENGINEERING PTE LTD,6785409.0,14,6,76.02,4.66,70.76
MAXFORM,42000.0,1,1,98.25,3.72,87.97
MAXI TECHNOLOGIES PTE. LTD.,491237.04,1,1,82.68,4.32,61.94
MAXIMA ENGINEERING SERVICES,89800.0,1,1,93.78,4.2,83.65
MAXIMUM EMPLOYMENT MARKETING GROUP SINGAPORE PTE. LTD.,153805.7,1,1,77.84,4.37,64.24
MAXIMUS ASIA PTE. LTD.,2420635.0,2,2,93.35,3.49,74.48
MAXWELL GEOSYSTEMS PTE. LTD.,8324000.0,1,1,93.38,4.32,67.36
MAXXMEDIA INTERNATIONAL PTE. LTD.,107840.0,1,1,91.07,3.96,97.02
MAYTRONICS AUSTRALIA PTY LTD SINGAPORE BRANCH,2428732.0,2,1,80.04,4.27,64.61
MAZARS LLP,494700.0,3,3,90.0,3.67,76.78
MBW CALIBRATION AG,191000.0,1,1,78.54,3.75,60.73
MCBEL BUILDERS PTE. LTD.,299000.0,1,1,85.98,4.8,94.0
MCCANN WORLDGROUP (SINGAPORE) PTE. LTD.,8577044.1,5,4,96.24,3.47,82.01
MCCONNELL DOWELL SOUTH EAST ASIA PRIVATE LIMITED,215911753.0,1,1,94.37,3.51,79.37
MCI CAREER SERVICES PTE. LTD.,5599550.5,11,6,88.12,4.07,92.74
MCI EVENTS & PRODUCTIONS PTE. LTD.,1.0,1,1,80.2,3.64,79.47
MCI GROUP ASIA PACIFIC PTE. LTD.,6106338.6,1,1,93.16,3.57,80.2
"MCKINSEY & COMPANY SINGAPORE, PTE LTD",6385787.0,6,4,88.16,4.16,79.32
MCLINK ASIA PTE. LTD.,1.0,1,1,69.44,3.2,83.64
"MCMURDO, INC.",6183366.0,1,1,94.26,3.5,73.08
MD SIRAJUL ISLAM,20000.0,1,1,87.81,5.0,75.86
MDIS Corporation Pte Ltd,1.0,1,1,97.62,4.38,86.1
MEASUREMENT & VERIFICATION PTE. LTD.,10867170.0,3,3,79.24,3.65,80.77
MECH-POWER GENERATOR PTE. LTD.,572000.0,1,1,62.59,4.35,76.86
MECHANTRONIC ENGINEERING PTE LTD,973053.0,9,1,90.23,4.44,63.99
MECO EQUIPMENT ENGINEERS B.V.,1400975.0,1,1,90.33,4.7,92.98
MECOMB SINGAPORE LIMITED,456820.0,3,2,74.47,4.02,71.39
MECTRADE FABRICATORS PTE LTD,146400.0,1,1,80.17,4.69,87.87
MECTRON ENGINEERING PTE LTD,842220.0,1,1,100.0,2.88,79.76
MEDGENOME LABS LIMITED,630000.0,1,1,85.56,3.47,65.07
MEDI - LIFE SAVING TRAINING CENTRE,180000.0,1,1,93.85,4.2,90.52
MEDIA ARCHITECTS PTE. LTD.,771050.65,6,6,82.79,4.3,80.55
MEDIA CONSTRUCTION GROUP (SINGAPORE) PTE. LTD.,94870.0,1,1,71.28,3.55,91.35
MEDIA LABS INNOVATION PTE. LTD.,1.0,1,1,86.64,4.26,76.18
MEDIA RESEARCH CONSULTANTS PTE LTD,15891049.0,27,17,85.88,3.73,85.04
MEDIACOM SINGAPORE,534366.4,1,1,84.8,3.93,60.37
MEDIACORP PTE. LTD.,11429582.65,35,11,87.08,4.71,73.0
MEDIACORP TV SINGAPORE PTE LTD,278010.0,2,2,90.11,4.65,65.27
MEDIACORP VIZPRO INTERNATIONAL PTE. LTD.,13000.0,1,1,86.8,3.5,74.25
MEDIAMAC PTE LTD,1026794.0,4,2,77.89,3.47,82.72
MEDIASHOCK PRODUCTIONS PTE. LTD.,216660.0,1,1,91.89,3.85,71.95
MEDIASOFT INTEGRATION PTE. LTD.,72000.0,1,1,72.41,4.08,86.64
MEDIATECH MARKETING PTE LTD,1498.0,1,1,71.6,3.71,69.43
MEDIATECHNIC SOLUTIONS PTE. LTD.,3545200.58,9,5,93.91,4.72,86.85
MEDICAL DEVICES BIOMEDICAL PTE. LTD.,141130.0,2,2,92.06,4.31,91.1
MEDICAL IMAGING SYSTEMS PTE. LTD.,140508.0,1,1,87.54,4.34,88.14
MEDIOS ASSOCIATE PTE. LTD.,582218.0,4,3,76.84,3.34,74.56
MEDIWELL ENTERPRISE PTE LTD,379020.0,4,2,82.34,4.8,56.75
MEDLINK SERVICES PTE. LTD.,189400.0,1,1,85.9,2.41,83.82
MEDS TECHNOLOGIES PTE LTD,906158.93,1,1,75.23,4.6,76.75
MEGA EXHIBITION EVENTS PRIVATE LIMITED,1155420.0,3,1,82.09,4.66,68.22
MEGA GAS ENTERPRISE PTE. LTD.,246610.0,1,1,93.22,3.84,72.44
MEGA INTERNATIONAL,5179164.4,1,1,99.42,4.86,92.34
MEGA LASER SUPPORT PRIVATE LIMITED,231918.0,2,1,84.64,4.06,66.63
MEGA MOUNT INDUSTRIAL GASES SDN. BHD.,6340.9,1,1,94.05,4.14,82.68
MEGABUILDERS & DEVELOPMENT PTE. LTD.,31071044.4,16,8,72.69,4.3,80.18
MEGACHEM LIMITED,502315.28,2,2,93.28,5.0,74.43
MEGAGOAL PTE LTD,3480.0,1,1,81.57,4.91,84.45
MEGASTONE HOLDINGS PTE LTD,290273156.0,18,5,90.46,4.52,94.32
MEGATEX MARKETING,31200.0,1,1,86.02,3.55,75.04
MEGU CATERING CONCEPTS PTE. LTD.,242120.0,3,2,98.56,4.19,75.57
MEIDA CONSTRUCTION PTE. LTD.,14405000.0,3,2,81.0,3.61,84.22
MEIDEN SINGAPORE PTE. LTD.,508318868.0,2,1,93.02,4.59,87.18
"MEIKI CO., LTD.",528059.4,1,1,85.76,4.18,76.72
MEINHARDT (SINGAPORE) PTE LTD,13524000.0,7,3,86.73,3.43,74.95
MEINHARDT FACADE TECHNOLOGY (S) PTE LTD,264300.0,2,2,86.53,4.15,55.82
MEINHARDT INFRASTRUCTURE PTE. LTD.,1621000.0,3,2,81.23,3.59,70.22
MEIZHUAN BUILDERS PTE LTD,49486613.6,11,3,87.89,4.19,66.61
MELCHERS AVIATION TECHNICAL SERVICES PTE. LTD.,750.0,1,1,87.5,3.58,84.85
MELIORIS PRIVATE LIMITED,44980.0,1,1,89.93,4.12,75.56
MELTWATER SINGAPORE PTE. LIMITED,4503280.0,4,4,88.68,4.55,75.17
MEMIONTEC PTE LTD,118135415.0,21,3,94.38,4.07,77.91
MEMORY VISION PTE. LTD.,58951.0,2,1,95.39,3.87,69.3
MEMS SOLUTIONS PTE. LTD.,90800.0,1,1,79.6,4.22,93.53
MEN'SPOOL ENGINEERING PTE. LTD.,115200.0,1,1,94.95,4.52,90.98
MENDAKI SOCIAL ENTERPRISE NETWORK SINGAPORE PTE. LTD.,562710.0,1,1,78.51,3.44,94.18
MENDEL VERLAG GMBH & CO.KG,748656.0,2,2,92.7,4.26,84.83
MENG JIE,32370.0,3,2,92.96,4.89,77.71
MEPS GMBH,119664.27,1,1,72.71,4.44,94.15
MER MEC S.P.A.,25310276.95,2,1,88.74,4.13,71.19
MERCEDES-BENZ TAIWAN LTD.,100817.2,1,1,84.25,4.48,69.29
MERCER (SINGAPORE) PTE. LTD.,14744676.0,40,23,81.93,4.37,71.98
MERCER INVESTMENT SOLUTIONS (SINGAPORE) PTE. LTD.,7297023.0,11,7,98.81,4.55,83.23
MERCHANT COURT PTE. LTD.,346.5,2,1,82.77,2.89,70.38
MERCK PTE. LTD.,1347203.4,16,7,81.55,3.17,76.45
MERCURE SINGAPORE BUGIS,513.0,3,2,88.61,4.7,61.98
MERCURE SINGAPORE ON STEVENS,621.5,4,2,93.48,3.2,82.81
MERRY HORTICULTURAL DEVELOPMENT SDN. BHD.,261100.05,7,1,86.87,4.34,62.83
MESSER EUTECTIC CASTOLIN (S) PTE. LTD.,228000.0,1,1,97.33,3.89,68.68
METALWORLD PTE LTD,568940.0,3,2,92.25,3.5,90.17
METAPHOR CREATIONS PTE. LTD.,1175880.0,4,1,70.57,4.31,89.8
METAPHOR DESIGN + ARCHITECTURE PTE. LTD.,1998431.9100000001,7,6,83.76,4.22,81.74
METCORE INTERNATIONAL PTE. LTD.,19700.0,2,1,83.51,5.0,80.76
METHODIST WELFARE SERVICES,25775902.0,5,3,91.83,3.73,72.69
METIA PTE. LTD.,1638390.0,6,5,67.0,4.96,70.27
METRACO REFRIGERATION ENGINEERING PTE. LTD.,794850.0,2,2,100.0,4.31,74.38
METRO PARKING (S) PTE LTD,185040.0,1,1,92.25,3.7,62.86
METROHM SINGAPORE PTE LTD,955515.5599999999,8,6,89.19,4.58,80.52
"METRON AVIATION, INC.",21755828.0,1,1,97.45,4.44,78.49
METROPOLITAN FISHERY GROUP PTE. LTD.,365650.0,2,1,100.0,4.12,68.67
METTLER-TOLEDO (S) PTE LTD,590429.31,5,5,94.97,4.26,93.69
MEXPLAY (SINGAPORE) PTE. LTD.,418400.0,1,1,95.59,3.74,84.07
MEYER BURGER (NETHERLANDS) B.V.,714340.0,1,1,89.05,3.6,84.92
MEYVAERT GLASS ENGINEERING,2.0,2,1,86.87,4.56,73.13
MF TECH,685083.75,1,1,84.19,3.97,77.99
MFT-SG PTE. LTD.,812353.0,1,1,81.39,4.05,84.27
MGG SOFTWARE PTE. LTD.,2.0,1,1,82.5,4.27,79.53
MHC MEDICAL NETWORK PTE. LTD.,3484570.0,4,4,77.2,4.26,94.02
MHC PARTNERSHIP LLP,122000.0,2,1,87.39,3.24,75.96
MHE-DEMAG (S) PTE LTD,261327.0,2,2,74.52,4.87,72.95
MHE-DEMAG MALAYSIA SDN. BHD.,124395.28,2,1,89.53,4.17,84.34
MHI TRAINING MASTER,105000.0,1,1,87.71,3.98,65.35
MICA TECHNOLOGY PTE. LTD.,1.0,1,1,89.18,4.36,87.24
MICE NEUROL PTE. LTD.,895055.9,2,1,83.82,4.24,64.99
MICE RANKING PTE. LTD.,863900.0,3,1,100.0,4.56,84.39
MICHAEL PAGE INTERNATIONAL PTE LTD,60.0,1,1,98.88,4.42,71.52
MICRO AIRE-CARE PTE. LTD.,1310592.9,2,1,78.04,4.53,82.77
MICRO PHOTO ACOUSTICS INC.,515736.0,1,1,89.86,4.91,87.07
MICROGRAPHICS DATA PTE LTD,112363.0,1,1,83.14,4.63,79.53
MICROIMAGE SYSTEMS PTE. LTD.,156376.0,3,3,79.88,4.0,66.0
MICROLAMBDA PTE LTD,2228500.0,6,3,77.28,3.43,69.03
MICROLIGHT3D,346700.0,1,1,91.46,5.0,70.71
MICROSOFT REGIONAL SALES CORPORATION,428819.0,2,2,82.55,3.96,59.05
"MICROXACT, INC.",188193.25,1,1,95.74,3.82,89.27
MIDAS ENGINEERING & SERVICES PRIVATE LIMITED,1755143.12,5,4,95.95,3.06,79.1
MIDWEST FREIGHT & TRANSPORTATION PTE LTD,1.0,1,1,98.99,4.3,66.64
MIDWEST WORLDWIDE MOVERS PTE. LTD.,283069.0,3,2,81.18,4.19,92.56
MIE-TECH ENGINEERING & CONSTRUCTION PTE LTD,6793287.02,6,2,91.8,3.19,70.99
MIJEMIRA INTERNATIONAL PTE. LTD.,43360.0,1,1,93.06,4.37,80.51
MILABS B.V.,1099951.0,1,1,84.21,3.8,69.75
MILIEU INSIGHT PTE. LTD.,136036.0,1,1,81.83,5.0,57.82
"MILITARY FREEFALL SOLUTIONS, INC.",340921.16,1,1,100.0,3.76,64.36
MILITECH INTERNATIONAL PTE. LTD.,5289708.0,3,1,89.82,3.84,73.52
MILLENIA MOTION PICTURES PTE. LTD.,136235.0,2,1,93.09,3.58,86.98
MILLENIUM PARTNERS PTE. LTD.,9346864.0,3,2,81.42,4.87,81.47
MILLENNIUM LAW LLC,750.0,1,1,78.25,3.88,79.4
MILLENNIUMS CONSULTANTS PTE. LTD.,124200.0,1,1,83.44,3.67,57.9
MILLION BUS TRANSPORT SERVICES,86400.0,1,1,87.01,4.52,90.7
MILLION CENTURY TRADING PTE. LTD.,1040.1,1,1,79.49,3.27,80.24
MILTENYI BIOTEC ASIA PACIFIC PTE. LTD.,1820531.03,8,3,87.92,4.48,76.81
MILTON EXHIBITS (SINGAPORE) PTE. LTD.,8834682.82,20,9,74.49,5.0,89.32
MIMS PTE. LTD.,3643800.0,1,1,79.04,4.44,90.47
MIN HWA ENVELOPE MANUFACTURERS PTE. LTD.,1024163.61,8,6,93.37,4.48,89.55
MIND LENS WORLDWIDE PTE. LTD.,3631873.76,4,3,92.83,4.62,75.53
MINDPOWER INNOVATIONS PTE. LTD.,565612.0,4,2,84.86,5.0,67.97
MINDWAVE SOLUTIONS PTE. LTD.,1500000.0,1,1,79.86,4.83,87.89
MINERVA INDUSTRIAL & TRADING PTE. LTD.,18092139.4,6,2,79.78,4.36,64.35
MING KEE UMBRELLAS FACTORY PRIVATE LIMITED,287233.88,9,4,85.01,4.64,97.47
MING LABS PTE. LTD.,111000.0,1,1,93.16,3.57,78.28
MINI ENVIRONMENT SERVICE PTE LTD,3075380.0,2,1,95.43,4.57,67.39
MINISTRY OF DJS PTE. LTD.,10300.0,1,1,84.03,3.5,65.68
MINISTRY OF MOVEMENT PTE. LTD.,389782.5,1,1,78.77,3.88,65.22
MINITHEORY PTE. LTD.,25001.0,2,2,90.14,2.25,79.4
MINMED GROUP PTE. LTD.,2551200.0,2,2,81.41,4.34,77.94
MINTEL (CONSULTING) SINGAPORE PTE. LTD,322200.0,2,1,83.85,3.71,65.64
MINTONETTE SPORTS MANAGEMENT,837942.0,4,2,98.6,4.77,74.44
MIRAGE SUPPLIES PTE. LTD.,225.0,1,1,94.62,4.33,64.32
MIRAI ELECTRONICS PTE. LTD.,221900.0,2,2,89.26,4.77,83.89
MIRXES PTE. LTD.,2387302.77,4,1,77.82,3.45,77.45
MITRA ENGINEERING SERVICES PTE LTD,114026.0,1,1,89.69,4.72,74.22
MITSUBISHI ELECTRIC ASIA PTE LTD,1718380.0,3,2,96.5,5.0,65.12
MITSUBISHI ELEVATOR (SINGAPORE) PTE. LTD.,6034203.9,2,2,84.99,4.56,75.0
"MITSUBOSHI DIAMOND INDUSTRIAL CO., LTD.",350000.0,1,1,98.81,4.57,73.85
MITSUI-SOKO (SINGAPORE) PTE LTD,903296.0,1,1,98.34,4.2,81.18
MITUTOYO ASIA PACIFIC PTE. LTD.,154600.0,1,1,100.0,3.79,79.67
MIUVO LIFESTYLE PTE. LTD.,85875.0,1,1,90.44,4.56,85.92
MK EVENTS AND PRINTS (PTE. LTD.),179328.0,1,1,92.7,3.2,73.15
MKPL ARCHITECTS PTE. LTD.,4947764.23,8,4,99.31,3.85,59.4
MKS GLOBAL PTE. LTD.,681155.0,2,2,91.58,3.04,87.91
MKS INSTRUMENTS (SINGAPORE) PTE. LTD.,268639.04000000004,2,2,83.99,3.68,68.64
MKV ENGINEERING AND TRADING SERVICES PTE. LTD.,57085235.0,11,6,84.41,4.49,66.93
ML CONSULTING PTE LTD,4783049.8,7,6,89.91,4.4,77.57
ML Consulting Pte Ltd,8943020.85,13,7,77.68,4.13,81.02
ML INTERNATIONAL TRADING PTE. LTD.,16826812.0,11,8,86.85,4.2,72.69
ML RESEARCH CONSULTANTS PTE. LTD.,1.0,1,1,96.77,2.97,72.61
ML Research Consultants Pte Ltd,4301119.0,13,9,70.47,3.88,74.09
MLJ DENTAL TRADING PTE. LTD.,90025.7,8,2,100.0,3.69,92.17
MLS (OVERSEAS) LIMITED,1098449.4,4,1,96.98,3.7,77.97
MM2 ENTERTAINMENT PTE. LTD.,204390.0,1,1,84.32,4.46,68.32
MO & RYAN CONSULTANTS PTE LTD,16556.0,1,1,92.35,3.58,68.42
MO DESIGN,856231.54,1,1,88.03,3.74,75.49
MOBILE 333 PTE LTD,1321122.0,2,2,97.84,2.85,80.38
MOBILE MARKET MONITOR SINGAPORE PTE. LTD.,1867300.0,1,1,95.86,3.92,82.84
MOBILE WORKFORCE SOLUTION PTE. LTD.,6090058.0,2,1,76.8,3.45,79.24
MOBIQUEST SOLUTIONS PTE. LTD.,1492476.0,3,3,92.7,4.15,69.58
MODE ARCHITECTS PRIVATE LIMITED,386000.0,1,1,86.35,3.53,73.76
